snr,comb_amp,overlap,k,bias_plus,bias_plus,bias_plus,coverage,coverage,coverage
,,,,median,mean,max,median,mean,max
0.5,10.0,True,24,99.99998294964766,99.99999240754546,100.00002960040311,0.0,0.0,0.0
0.5,10.0,True,25,99.99999154390483,99.99999712861589,100.0000437002724,0.0,0.0,0.0
0.5,10.0,True,26,99.99997911057841,99.99999412096558,100.00004107232596,0.0,0.0,0.0
0.5,10.0,True,27,99.99998360029318,99.99999541020267,100.00004506589384,0.0,0.0,0.0
0.5,10.0,True,28,99.99997951521524,99.99998536753506,100.00003775284442,0.0,0.0,0.0
0.5,10.0,True,29,99.99998543780026,99.99998549535903,100.00003396478755,0.0,0.0,0.0
0.5,10.0,True,30,99.99999634828,99.9999866768492,100.00003155236364,0.0,0.0,0.0
0.5,10.0,True,31,100.00000320994477,99.9999905180758,100.00001166853772,0.0,0.0,0.0
0.5,10.0,True,32,99.9999992535643,99.99999062407258,100.00001559985682,0.0,0.0,0.0
0.5,10.0,True,33,100.00000250483347,99.99999415912481,100.0000104939794,0.0,0.0,0.0
0.5,10.0,True,34,99.99998933252199,99.99999476984149,100.00001418630882,0.0,0.0,0.0
0.5,10.0,True,35,99.99999706424373,99.99999598510222,100.00002706666038,0.0,0.0,0.0
0.5,10.0,True,36,99.99999974949884,99.99999681232302,100.00001969464216,0.0,0.0,0.0
0.5,10.0,True,37,100.0000236553509,100.0000118560326,100.0000301905643,0.0,0.0,0.0
0.5,10.0,True,38,100.00000118872322,100.0000005441598,100.0000177116542,0.0,0.0,0.0
