snr,comb_amp,overlap,k,seed,bias_plus,coverage
0.5,5.0,True,26,45,99.99996992523482,0.0
0.5,5.0,True,27,45,99.9999480731546,0.0
0.5,5.0,True,28,45,99.99994854339884,0.0
0.5,5.0,True,29,45,99.99994799881689,0.0
0.5,5.0,True,30,45,99.99994959772127,0.0
0.5,5.0,True,31,45,99.99997822227658,0.0
0.5,5.0,True,32,45,99.99997910951129,0.0
0.5,5.0,True,33,45,100.00000434062117,0.0
0.5,5.0,True,34,45,100.00001420432251,0.0
0.5,5.0,True,35,45,100.00002706419063,0.0
0.5,5.0,True,36,45,100.00001969201116,0.0
0.5,5.0,True,37,45,100.00002364955515,0.0
0.5,5.0,True,38,45,100.0000130717693,0.0
0.5,5.0,True,39,45,100.00001960162223,0.0
0.5,5.0,True,40,45,100.00001976080068,0.0
0.5,5.0,True,41,45,100.00002462335638,0.0
0.5,5.0,True,42,45,100.00002457492826,0.0
0.5,5.0,True,43,45,100.00002789290866,0.0
0.5,5.0,True,44,45,100.00002802650675,0.0
0.5,5.0,True,45,45,100.00002227342415,0.0
0.5,5.0,True,46,45,100.0000165928318,0.0
0.5,5.0,True,47,45,100.00001343890031,0.0
0.5,5.0,True,48,45,100.00001815562213,0.0
0.5,5.0,True,49,45,100.00001928944991,0.0
0.5,5.0,True,50,45,100.00001704138853,0.0
0.5,5.0,True,1,46,110.24247752625831,0.05
0.5,5.0,True,2,46,100.01312224588361,0.0
0.5,5.0,True,3,46,100.0000231236624,0.0
0.5,5.0,True,4,46,99.99997573107639,0.0
0.5,5.0,True,5,46,99.99999893594955,0.0
0.5,5.0,True,6,46,100.00001120926504,0.0
0.5,5.0,True,7,46,100.00000719342682,0.0
0.5,5.0,True,8,46,100.00001250905393,0.0
0.5,5.0,True,9,46,99.99996209416457,0.0
0.5,5.0,True,10,46,99.99996130180776,0.0
0.5,5.0,True,11,46,99.99996299139578,0.0
0.5,5.0,True,12,46,99.99996367936421,0.0
0.5,5.0,True,13,46,100.00000667365211,0.0
0.5,5.0,True,14,46,100.00003394751539,0.0
0.5,5.0,True,15,46,100.00003475964567,0.0
0.5,5.0,True,16,46,100.00003849114391,0.0
0.5,5.0,True,17,46,100.00003262732338,0.0
0.5,5.0,True,18,46,100.00002611085719,0.0
0.5,5.0,True,19,46,100.00003921269195,0.0
0.5,5.0,True,20,46,100.00003893291515,0.0
0.5,5.0,True,21,46,100.00002867422026,0.0
0.5,5.0,True,22,46,100.00002706987554,0.0
0.5,5.0,True,23,46,100.00002806421791,0.0
0.5,5.0,True,24,46,100.0000292922965,0.0
0.5,5.0,True,25,46,100.00002067035962,0.0
0.5,5.0,True,26,46,100.00002256367642,0.0
0.5,5.0,True,27,46,100.0000384214513,0.0
0.5,5.0,True,28,46,100.00003774648937,0.0
0.5,5.0,True,29,46,100.00003395861097,0.0
0.5,5.0,True,30,46,100.00003154760827,0.0
0.5,5.0,True,31,46,100.00001166041422,0.0
0.5,5.0,True,32,46,100.00001558415246,0.0
0.5,5.0,True,33,46,100.00000250112875,0.0
0.5,5.0,True,34,46,99.99998932511599,0.0
0.5,5.0,True,35,46,99.99998793713215,0.0
0.5,5.0,True,36,46,100.00000126791905,0.0
0.5,5.0,True,37,46,100.00003017667188,0.0
0.5,5.0,True,38,46,100.00001770835567,0.0
0.5,5.0,True,39,46,100.00002184084227,0.0
0.5,5.0,True,40,46,100.0000094236299,0.0
0.5,5.0,True,41,46,100.00000321777352,0.0
0.5,5.0,True,42,46,100.00000309076401,0.0
0.5,5.0,True,43,46,99.99999995687627,0.0
0.5,5.0,True,44,46,99.99999283227356,0.0
0.5,5.0,True,45,46,99.99999909873341,0.0
0.5,5.0,True,46,46,100.00000562880669,0.0
0.5,5.0,True,47,46,100.00000735825256,0.0
0.5,5.0,True,48,46,100.00000666781338,0.0
0.5,5.0,True,49,46,99.99999666529736,0.0
0.5,5.0,True,50,46,99.99999772884243,0.0
0.5,5.0,False,1,42,54.03321332925769,0.1
0.5,5.0,False,2,42,100.02121875085497,0.0
0.5,5.0,False,3,42,100.00007803809252,0.0
0.5,5.0,False,4,42,100.00007802061945,0.0
0.5,5.0,False,5,42,100.00003592490734,0.0
0.5,5.0,False,6,42,100.00008698195978,0.0
0.5,5.0,False,7,42,100.00008821779784,0.0
0.5,5.0,False,8,42,100.00007537892742,0.0
0.5,5.0,False,9,42,100.00006881664271,0.0
0.5,5.0,False,10,42,100.00001619731718,0.0
